retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Men's Apparel,26.0,136.0,3536.0,1379.0,39.0,Outlet
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Women's Apparel,20.0,160.0,3200.0,1824.0,57.0,Outlet
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Men's Street Footwear,20.0,223.0,4460.0,2052.0,46.0,Outlet
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Men's Athletic Footwear,20.0,128.0,2560.0,998.0,39.0,Outlet
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Street Footwear,11.0,136.0,1496.0,703.0,47.0,Outlet
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,15.0,85.0,1275.0,574.0,45.0,Outlet
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Men's Apparel,25.0,104.0,2600.0,962.0,37.0,Outlet
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Apparel,17.0,136.0,2312.0,1248.0,54.0,Outlet
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Men's Street Footwear,19.0,223.0,4237.0,1864.0,44.0,Outlet
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Men's Athletic Footwear,20.0,116.0,2320.0,928.0,40.0,Outlet
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Street Footwear,11.0,124.0,1364.0,614.0,45.0,Outlet
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,16.0,96.0,1536.0,660.0,43.0,Outlet
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Men's Apparel,30.0,98.0,2940.0,1176.0,40.0,Outlet
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Apparel,22.0,147.0,3234.0,1714.0,53.0,Outlet
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Street Footwear,27.0,238.0,6426.0,2699.0,42.0,Outlet
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Athletic Footwear,28.0,140.0,3920.0,1607.0,41.0,Outlet
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Street Footwear,26.0,136.0,3536.0,1520.0,43.0,Outlet
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Athletic Footwear,24.0,116.0,2784.0,1281.0,46.0,Outlet
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Apparel,34.0,132.0,4488.0,1795.0,40.0,Outlet
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Apparel,35.0,150.0,5250.0,2940.0,56.0,Outlet
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Street Footwear,31.0,263.0,8153.0,3587.0,44.0,Outlet
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Athletic Footwear,29.0,150.0,4350.0,1697.0,39.0,Outlet
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Street Footwear,33.0,157.0,5181.0,2383.0,46.0,Outlet
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Athletic Footwear,34.0,149.0,5066.0,2178.0,43.0,Outlet
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Apparel,47.0,135.0,6345.0,2411.0,38.0,Outlet
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Apparel,51.0,219.0,11169.0,5920.0,53.0,Outlet
Foot Locker,1185732,2021-07-16,South,Mississippi,Jackson,Men's Street Footwear,47.0,289.0,13583.0,6248.0,46.0,Outlet
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Men's Athletic Footwear,42.0,192.0,8064.0,3064.0,38.0,Outlet
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Street Footwear,37.0,168.0,6216.0,2611.0,42.0,Outlet
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Athletic Footwear,33.0,143.0,4719.0,2029.0,43.0,Outlet
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Men's Apparel,46.0,150.0,6900.0,2553.0,37.0,Outlet
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Apparel,49.0,209.0,10241.0,5428.0,53.0,Outlet
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Men's Street Footwear,41.0,256.0,10496.0,4723.0,45.0,Outlet
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Men's Athletic Footwear,44.0,198.0,8712.0,3572.0,41.0,Outlet
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Women's Street Footwear,37.0,179.0,6623.0,2914.0,44.0,Outlet
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Women's Athletic Footwear,32.0,147.0,4704.0,1976.0,42.0,Outlet
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Men's Apparel,35.0,158.0,5530.0,2323.0,42.0,Outlet
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Women's Apparel,42.0,206.0,8652.0,4759.0,55.0,Outlet
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Street Footwear,40.0,232.0,9280.0,4083.0,44.0,Outlet
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Athletic Footwear,33.0,158.0,5214.0,2138.0,41.0,Outlet
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Street Footwear,15.0,145.0,2175.0,1022.0,47.0,Outlet
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Athletic Footwear,16.0,120.0,1920.0,864.0,45.0,Outlet
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Apparel,22.0,132.0,2904.0,1104.0,38.0,Outlet
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Apparel,26.0,160.0,4160.0,2330.0,56.0,Outlet
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Men's Street Footwear,24.0,216.0,5184.0,2385.0,46.0,Outlet
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Men's Athletic Footwear,17.0,165.0,2805.0,1038.0,37.0,Outlet
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Women's Street Footwear,19.0,120.0,2280.0,1072.0,47.0,Outlet
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,109.0,2180.0,981.0,45.0,Outlet
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Men's Apparel,25.0,105.0,2625.0,1103.0,42.0,Outlet
Sports Direct,1185732,2021-10-18,South,Mississippi,Jackson,Women's Apparel,27.0,162.0,4374.0,2362.0,54.0,Outlet
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Men's Street Footwear,22.0,206.0,4532.0,1994.0,44.0,Outlet
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Men's Athletic Footwear,15.0,153.0,2295.0,872.0,38.0,Outlet
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Women's Street Footwear,22.0,119.0,2618.0,1100.0,42.0,Outlet
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Women's Athletic Footwear,43.0,153.0,6579.0,2895.0,44.0,Outlet
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Men's Apparel,59.0,132.0,7788.0,3115.0,40.0,Outlet
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Women's Apparel,51.0,168.0,8568.0,4884.0,57.0,Outlet
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Street Footwear,48.0,256.0,12288.0,5775.0,47.0,Outlet
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Athletic Footwear,44.0,201.0,8844.0,3272.0,37.0,Outlet
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Street Footwear,43.0,158.0,6794.0,3057.0,45.0,Outlet
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Athletic Footwear,41.0,143.0,5863.0,2756.0,47.0,Outlet
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Apparel,54.0,157.0,8478.0,3222.0,38.0,Outlet
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Apparel,53.0,178.0,9434.0,5189.0,55.0,Outlet
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Men's Street Footwear,17.0,215.0,3655.0,1608.0,44.0,Outlet
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Men's Athletic Footwear,18.0,135.0,2430.0,972.0,40.0,Outlet
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Street Footwear,11.0,140.0,1540.0,678.0,44.0,Outlet
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,13.0,102.0,1326.0,623.0,47.0,Outlet
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Men's Apparel,26.0,123.0,3198.0,1215.0,38.0,Outlet
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Apparel,18.0,158.0,2844.0,1223.0,43.0,Outlet
Sports Direct,1197831,2021-02-21,South,Mississippi,Jackson,Men's Street Footwear,17.0,210.0,3570.0,1607.0,45.0,Outlet
Sports Direct,1197831,2021-02-21,South,Mississippi,Jackson,Men's Athletic Footwear,17.0,112.0,1904.0,743.0,39.0,Outlet
Sports Direct,1197831,2021-02-21,South,Mississippi,Jackson,Women's Street Footwear,11.0,136.0,1496.0,628.0,42.0,Outlet
Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Athletic Footwear,15.0,78.0,1170.0,550.0,47.0,Outlet
Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Apparel,23.0,111.0,2553.0,945.0,37.0,Outlet
Walmart,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Apparel,16.0,145.0,2320.0,974.0,42.0,Outlet
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Men's Street Footwear,15.0,206.0,3090.0,1452.0,47.0,Outlet
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Men's Athletic Footwear,14.0,107.0,1498.0,554.0,37.0,Outlet
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Women's Street Footwear,8.0,112.0,896.0,403.0,45.0,Outlet
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Women's Athletic Footwear,15.0,70.0,1050.0,494.0,47.0,Outlet
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Men's Apparel,24.0,88.0,2112.0,845.0,40.0,Outlet
Walmart,1197831,2021-03-19,South,Arkansas,Little Rock,Women's Apparel,20.0,112.0,2240.0,1030.0,46.0,Outlet
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Street Footwear,19.0,204.0,3876.0,1744.0,45.0,Outlet
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Athletic Footwear,20.0,102.0,2040.0,816.0,40.0,Outlet
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Street Footwear,11.0,96.0,1056.0,496.0,47.0,Outlet
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Athletic Footwear,13.0,77.0,1001.0,470.0,47.0,Outlet
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Men's Apparel,31.0,75.0,2325.0,860.0,37.0,Outlet
Walmart,1197831,2021-04-20,South,Arkansas,Little Rock,Women's Apparel,24.0,120.0,2880.0,1267.0,44.0,Outlet
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Men's Street Footwear,26.0,228.0,5928.0,2727.0,46.0,Outlet
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Men's Athletic Footwear,28.0,116.0,3248.0,1364.0,42.0,Outlet
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Women's Street Footwear,27.0,119.0,3213.0,1414.0,44.0,Outlet
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Women's Athletic Footwear,24.0,90.0,2160.0,1015.0,47.0,Outlet
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Men's Apparel,32.0,111.0,3552.0,1385.0,39.0,Outlet
Walmart,1197831,2021-05-19,South,Arkansas,Little Rock,Women's Apparel,33.0,145.0,4785.0,2249.0,47.0,Outlet
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Men's Street Footwear,28.0,236.0,6608.0,2908.0,44.0,Outlet
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,149.0,3725.0,1453.0,39.0,Outlet
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Women's Street Footwear,28.0,124.0,3472.0,1562.0,45.0,Outlet
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Women's Athletic Footwear,29.0,124.0,3596.0,1582.0,44.0,Outlet
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Men's Apparel,37.0,116.0,4292.0,1674.0,39.0,Outlet
Walmart,1197831,2021-06-21,South,Arkansas,Little Rock,Women's Apparel,48.0,165.0,7920.0,3406.0,43.0,Outlet
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,39.0,271.0,10569.0,4439.0,42.0,Outlet
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Athletic Footwear,36.0,163.0,5868.0,2171.0,37.0,Outlet
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Women's Street Footwear,32.0,140.0,4480.0,1971.0,44.0,Outlet
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Women's Athletic Footwear,35.0,120.0,4200.0,1806.0,43.0,Outlet
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Apparel,40.0,149.0,5960.0,2384.0,40.0,Outlet
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Women's Apparel,50.0,198.0,9900.0,4554.0,46.0,Outlet
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Men's Street Footwear,43.0,233.0,10019.0,4509.0,45.0,Outlet
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Men's Athletic Footwear,42.0,163.0,6846.0,2670.0,39.0,Outlet
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Women's Street Footwear,40.0,135.0,5400.0,2376.0,44.0,Outlet
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Women's Athletic Footwear,29.0,132.0,3828.0,1723.0,45.0,Outlet
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Men's Apparel,40.0,113.0,4520.0,1672.0,37.0,Outlet
Walmart,1197831,2021-08-20,South,Arkansas,Little Rock,Women's Apparel,40.0,193.0,7720.0,3628.0,47.0,Outlet
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Men's Street Footwear,35.0,221.0,7735.0,3326.0,43.0,Outlet
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Men's Athletic Footwear,26.0,135.0,3510.0,1439.0,41.0,Outlet
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Women's Street Footwear,11.0,123.0,1353.0,636.0,47.0,Outlet
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Women's Athletic Footwear,12.0,104.0,1248.0,524.0,42.0,Outlet
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Men's Apparel,18.0,111.0,1998.0,779.0,39.0,Outlet
Walmart,1197831,2021-09-19,South,Arkansas,Little Rock,Women's Apparel,22.0,140.0,3080.0,1294.0,42.0,Outlet
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Street Footwear,21.0,180.0,3780.0,1701.0,45.0,Outlet
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Athletic Footwear,14.0,132.0,1848.0,739.0,40.0,Outlet
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Street Footwear,16.0,99.0,1584.0,729.0,46.0,Outlet
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,15.0,94.0,1410.0,635.0,45.0,Outlet
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Apparel,21.0,91.0,1911.0,707.0,37.0,Outlet
West Gear,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Apparel,20.0,132.0,2640.0,1188.0,45.0,Outlet
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Men's Street Footwear,18.0,176.0,3168.0,1457.0,46.0,Outlet
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Men's Athletic Footwear,11.0,116.0,1276.0,536.0,42.0,Outlet
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Women's Street Footwear,19.0,102.0,1938.0,833.0,43.0,Outlet
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Women's Athletic Footwear,41.0,128.0,5248.0,2309.0,44.0,Outlet
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Men's Apparel,56.0,105.0,5880.0,2411.0,41.0,Outlet
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Women's Apparel,53.0,135.0,7155.0,3220.0,45.0,Outlet
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Street Footwear,55.0,238.0,13090.0,6021.0,46.0,Outlet
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Athletic Footwear,46.0,155.0,7130.0,2852.0,40.0,Outlet
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Women's Street Footwear,43.0,149.0,6407.0,2819.0,44.0,Outlet
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Women's Athletic Footwear,40.0,124.0,4960.0,2282.0,46.0,Outlet
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Apparel,50.0,132.0,6600.0,2640.0,40.0,Outlet
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Women's Apparel,55.0,170.0,9350.0,4208.0,45.0,Outlet
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Men's Street Footwear,17.0,178.0,3026.0,1422.0,47.0,Outlet
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Men's Athletic Footwear,18.0,124.0,2232.0,848.0,38.0,Outlet
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Women's Street Footwear,10.0,131.0,1310.0,563.0,43.0,Outlet
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Women's Athletic Footwear,13.0,74.0,962.0,414.0,43.0,Outlet
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Men's Apparel,23.0,91.0,2093.0,858.0,41.0,Outlet
West Gear,1197831,2021-01-23,South,Arkansas,Little Rock,Women's Apparel,18.0,124.0,2232.0,1004.0,45.0,Outlet
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Street Footwear,18.0,206.0,3708.0,1632.0,44.0,Outlet
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Athletic Footwear,17.0,83.0,1411.0,550.0,39.0,Outlet
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Street Footwear,12.0,98.0,1176.0,553.0,47.0,Outlet
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15.0,58.0,870.0,400.0,46.0,Outlet
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Men's Apparel,24.0,85.0,2040.0,816.0,40.0,Outlet
West Gear,1197831,2021-02-21,South,Oklahoma,Oklahoma City,Women's Apparel,14.0,112.0,1568.0,721.0,46.0,Outlet
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,14.0,182.0,2548.0,1172.0,46.0,Outlet
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,15.0,78.0,1170.0,480.0,41.0,Outlet
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,7.0,83.0,581.0,261.0,45.0,Outlet
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,16.0,39.0,624.0,293.0,47.0,Outlet
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Men's Apparel,26.0,61.0,1586.0,666.0,42.0,Outlet
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,18.0,88.0,1584.0,729.0,46.0,Outlet
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,20.0,184.0,3680.0,1693.0,46.0,Outlet
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,18.0,79.0,1422.0,555.0,39.0,Outlet
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.0,70.0,700.0,322.0,46.0,Outlet
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15.0,47.0,705.0,303.0,43.0,Outlet
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Apparel,27.0,54.0,1458.0,569.0,39.0,Outlet
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Women's Apparel,22.0,111.0,2442.0,1050.0,43.0,Outlet
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,28.0,179.0,5012.0,2155.0,43.0,Outlet
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,29.0,93.0,2697.0,1025.0,38.0,Outlet
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,27.0,88.0,2376.0,998.0,42.0,Outlet
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,26.0,74.0,1924.0,808.0,42.0,Outlet
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Men's Apparel,33.0,80.0,2640.0,1082.0,41.0,Outlet
West Gear,1197831,2021-05-19,South,Oklahoma,Oklahoma City,Women's Apparel,33.0,116.0,3828.0,1723.0,45.0,Outlet
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Men's Street Footwear,32.0,192.0,6144.0,2826.0,46.0,Outlet
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.0,123.0,3075.0,1199.0,39.0,Outlet
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,27.0,107.0,2889.0,1242.0,43.0,Outlet
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,29.0,102.0,2958.0,1331.0,45.0,Outlet
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Men's Apparel,41.0,105.0,4305.0,1636.0,38.0,Outlet
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Apparel,40.0,143.0,5720.0,2402.0,42.0,Outlet
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,43.0,238.0,10234.0,4298.0,42.0,Outlet
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,35.0,135.0,4725.0,1796.0,38.0,Outlet
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,33.0,131.0,4323.0,1859.0,43.0,Outlet
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,36.0,107.0,3852.0,1772.0,46.0,Outlet
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Men's Apparel,43.0,116.0,4988.0,2045.0,41.0,Outlet
West Gear,1197831,2021-07-19,South,Oklahoma,Oklahoma City,Women's Apparel,45.0,163.0,7335.0,3447.0,47.0,Outlet
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,41.0,230.0,9430.0,3961.0,42.0,Outlet
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,37.0,140.0,5180.0,2176.0,42.0,Outlet
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,38.0,113.0,4294.0,2018.0,47.0,Outlet
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,32.0,111.0,3552.0,1492.0,42.0,Outlet
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Apparel,40.0,105.0,4200.0,1554.0,37.0,Outlet
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Women's Apparel,40.0,166.0,6640.0,3121.0,47.0,Outlet
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,35.0,196.0,6860.0,3156.0,46.0,Outlet
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,28.0,128.0,3584.0,1469.0,41.0,Outlet
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,12.0,91.0,1092.0,459.0,42.0,Outlet
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,12.0,83.0,996.0,418.0,42.0,Outlet
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Men's Apparel,20.0,78.0,1560.0,593.0,38.0,Outlet
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Apparel,23.0,119.0,2737.0,1286.0,47.0,Outlet
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Street Footwear,20.0,173.0,3460.0,1626.0,47.0,Outlet
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,14.0,112.0,1568.0,659.0,42.0,Outlet
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Street Footwear,14.0,74.0,1036.0,435.0,42.0,Outlet
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15.0,62.0,930.0,391.0,42.0,Outlet
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Apparel,22.0,68.0,1496.0,568.0,38.0,Outlet
Kohl's,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Women's Apparel,22.0,101.0,2222.0,1044.0,47.0,Outlet
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,16.0,166.0,2656.0,1169.0,44.0,Outlet
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,11.0,96.0,1056.0,401.0,38.0,Outlet
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Street Footwear,19.0,81.0,1539.0,662.0,43.0,Outlet
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,37.0,90.0,3330.0,1565.0,47.0,Outlet
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Apparel,60.0,85.0,5100.0,2040.0,40.0,Outlet
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Women's Apparel,60.0,128.0,7680.0,3302.0,43.0,Outlet
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Street Footwear,55.0,200.0,11000.0,4620.0,42.0,Outlet
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,47.0,149.0,7003.0,2661.0,38.0,Outlet
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,44.0,131.0,5764.0,2594.0,45.0,Outlet
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,45.0,114.0,5130.0,2309.0,45.0,Outlet
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Men's Apparel,55.0,98.0,5390.0,2156.0,40.0,Outlet
